ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
199,Claudia Gabriela Ramirez Suarez,Tecnologia (Tech),Analista de Datos,1312,1123,449,698,2884,3582,2025,,Oficinas Administrativas,Full-Time
200,Elena Camila Castro Delgado,Marketing,Trade Marketing,3912,138,626,1174,4676,5850,2025,,Centros de Distribucion,Full-Time
201,Elena Ana Vargas Mendoza,People (RRHH),Reclutador (Trainee),3699,537,766,1492,5002,6494,2025,,Oficina Regional,Full-Time
202,Eduardo Jorge Perez Lopez,People (RRHH),Reclutador (Trainee),3694,1277,247,847,5218,6065,2025,,Planta Industrial (Matriz),Part-Time
203,Carlos Hugo Delgado Perez,People (RRHH),Business Partner,1729,936,886,678,3551,4229,2025,,Oficinas Administrativas,Part-Time
204,Carmen Veronica Martinez Suarez,Comercial / Ventas,Key Account Manager,2609,1062,485,449,4156,4605,2025,,Planta Industrial,Full-Time
205,Sergio Luis Suarez Mendoza,Logistica,Gestor de Flota,3544,1050,271,735,4865,5600,2025,,Centros de Distribucion,Full-Time
206,Andres Victor Ortega Ortega,Operaciones (Supply),Analista de Calidad,4140,1183,991,1442,6314,7756,2025,,Oficina Regional,Part-Time
207,Hugo Pedro Sanchez Mendoza,Marketing,Brand Manager,4480,577,583,1030,5640,6670,2025,,Oficinas Administrativas,Part-Time
208,Luis Julio Suarez Herrera,Comercial / Ventas,Key Account Manager,4110,239,313,,4662,4662,2025,,Oficina Regional,Full-Time
209,Eduardo Jorge Rodriguez Perez,Marketing,Brand Manager,3869,1285,355,,5509,5509,2025,,Planta Industrial (Matriz),Part-Time
210,Patricia Silvia Mendoza Martinez,Finanzas,Controller Financiero,3443,351,194,387,3988,4375,2025,,Planta Industrial,Part-Time
211,Daniela Ana Castro Sanchez,People (RRHH),Reclutador (Trainee),1612,726,705,1362,3043,4405,2025,,Centros de Distribucion,Full-Time
212,Fernando Mario Lopez Diaz,Finanzas,Controller Financiero,1131,798,763,,2692,2692,2025,,Oficinas Administrativas,Part-Time
213,Ana Silvia Herrera Rojas,People (RRHH),Business Partner,2101,1086,679,,3866,3866,2025,,Centros de Distribucion,Part-Time
214,Mario Hugo Martinez Flores,Marketing,Trade Marketing,1335,1050,968,1410,3353,4763,2025,,Oficinas Administrativas,Full-Time
215,Camila Maria Perez Sanchez,Sostenibilidad,Coordinador de Agro,1875,1311,546,390,3732,4122,2025,,Planta Industrial,Part-Time
216,Mario Julio Mendoza Rojas,Comercial / Ventas,Preventista (BEES),3282,1115,307,793,4704,5497,2025,,Centros de Distribucion,
217,Veronica Lucia Rojas Mendoza,Operaciones (Supply),Maestro Cervecero,1360,195,968,584,2523,3107,2025,,Planta Industrial,
218,Lucia Camila Diaz Perez,Tecnologia (Tech),Analista de Datos,2736,847,907,1218,4490,5708,2025,,Planta Industrial,Part-Time
219,Luis Juan Gonzalez Rojas,Comercial / Ventas,Preventista (BEES),1246,954,890,1062,3090,4152,2025,,Oficinas Administrativas,
220,Camila Claudia Rodriguez Rodriguez,Logistica,Gestor de Flota,4852,1332,921,729,7105,7834,2025,,Oficina Regional,Part-Time
221,Andres Hugo Ortega Castro,Comercial / Ventas,Key Account Manager,1676,1151,131,632,2958,3590,2025,,Oficinas Administrativas,Part-Time
222,Diego Andres Mendoza Delgado,Logistica,Planificador de Demanda,3278,1048,776,816,5102,5918,2025,,Planta Industrial,Part-Time
223,Juan Raul Rodriguez Delgado,Operaciones (Supply),Analista de Calidad,4575,288,601,1091,5464,6555,2025,,Centros de Distribucion,Full-Time
224,Victor Carlos Sanchez Sanchez,People (RRHH),Reclutador (Trainee),2602,1029,116,491,3747,4238,2025,,Planta Industrial,Part-Time
225,Pedro Raul Lopez Ortega,Operaciones (Supply),Operador de Envasado,1947,619,424,503,2990,3493,2025,,Centros de Distribucion,
226,Monica Camila Castro Ortega,Marketing,Brand Manager,2162,139,908,670,3209,3879,2025,,Oficinas Administrativas,Part-Time
227,Monica Lucia Ramirez Ramirez,Marketing,Trade Marketing,1257,1084,159,1179,2500,3679,2025,,Planta Industrial (Matriz),Part-Time
228,Patricia Sofia Rojas Martinez,Sostenibilidad,Coordinador de Agro,3673,1020,561,,5254,5254,2025,,Oficinas Administrativas,Part-Time
229,Fernando Sergio Delgado Morales,Marketing,Trade Marketing,4429,1211,654,672,6294,6966,2025,,Centros de Distribucion,Full-Time
230,Mario Fernando Martinez Torres,Marketing,Brand Manager,4415,409,888,1467,5712,7179,2025,,Centros de Distribucion,Part-Time
231,Valentina Daniela Mendoza Rojas,Marketing,Brand Manager,3857,928,731,811,5516,6327,2025,,Planta Industrial (Matriz),Full-Time
232,Alberto Jose Torres Sanchez,Marketing,Brand Manager,4646,450,272,1234,5368,6602,2025,,Planta Industrial (Matriz),Part-Time
233,Ana Andrea Mendoza Herrera,Comercial / Ventas,Preventista (BEES),3050,1266,864,330,5180,5510,2025,,Planta Industrial (Matriz),Full-Time
234,Andres Sergio Suarez Rodriguez,Marketing,Trade Marketing,873,947,356,820,2176,2996,2025,,Centros de Distribucion,Full-Time
235,Miguel Carlos Mendoza Torres,People (RRHH),Reclutador (Trainee),2711,616,296,851,3623,4474,2025,,Planta Industrial,Part-Time
236,Fernando Pedro Herrera Ramirez,Marketing,Brand Manager,3804,416,817,797,5037,5834,2025,,Oficinas Administrativas,Full-Time
237,Claudia Gabriela Lopez Garcia,Comercial / Ventas,Preventista (BEES),3769,1331,360,922,5460,6382,2025,,Planta Industrial,
238,Fernando Hugo Diaz Ortega,Logistica,Planificador de Demanda,4999,1264,249,591,6512,7103,2025,,Planta Industrial,Part-Time
239,Patricia Laura Diaz Gonzalez,Comercial / Ventas,Preventista (BEES),3919,685,262,1374,4866,6240,2025,,Centros de Distribucion,Full-Time
240,Jose Andres Mendoza Ramirez,Comercial / Ventas,Preventista (BEES),4431,1267,944,1169,6642,7811,2025,,Centros de Distribucion,
241,Andres Ricardo Gonzalez Suarez,People (RRHH),Reclutador (Trainee),870,130,863,848,1863,2711,2025,,Oficinas Administrativas,Part-Time
242,Rafael Eduardo Herrera Torres,Finanzas,Controller Financiero,1374,723,156,1147,2253,3400,2025,,Oficina Regional,Full-Time
243,Miguel Rafael Morales Rodriguez,Operaciones (Supply),Analista de Calidad,2944,1336,926,1497,5206,6703,2025,,Oficina Regional,Full-Time
244,Julio Eduardo Morales Suarez,Operaciones (Supply),Maestro Cervecero,4438,319,258,1119,5015,6134,2025,,Planta Industrial (Matriz),Part-Time
245,Veronica Maria Delgado Gonzalez,Logistica,Gestor de Flota,3114,1038,547,540,4699,5239,2025,,Planta Industrial (Matriz),Full-Time
246,Lucia Sofia Rodriguez Torres,Marketing,Brand Manager,1492,1397,859,1146,3748,4894,2025,,Centros de Distribucion,Full-Time
247,Luis Jose Martinez Herrera,Comercial / Ventas,Key Account Manager,3322,149,8,857,3479,4336,2025,,Centros de Distribucion,Full-Time
248,Sofia Veronica Torres Rodriguez,Finanzas,Controller Financiero,3446,116,787,1237,4349,5586,2025,,Oficinas Administrativas,Full-Time
249,Gabriela Silvia Morales Castro,Sostenibilidad,Coordinador de Agro,4896,1214,575,679,6685,7364,2025,,Oficina Regional,
250,Miguel Miguel Garcia Lopez,People (RRHH),Reclutador (Trainee),2513,1489,883,348,4885,5233,2025,,Oficinas Administrativas,Full-Time
251,Gabriela Elena Rodriguez Herrera,Comercial / Ventas,Preventista (BEES),4105,682,692,404,5479,5883,2025,,Centros de Distribucion,Part-Time
252,Daniela Claudia Gonzalez Martinez,Operaciones (Supply),Maestro Cervecero,4437,454,534,1318,5425,6743,2025,,Centros de Distribucion,Full-Time
253,Ana Patricia Torres Perez,Finanzas,Controller Financiero,4382,447,500,1092,5329,6421,2025,,Centros de Distribucion,Full-Time
254,Patricia Ana Herrera Morales,People (RRHH),Business Partner,3258,1207,826,1497,5291,6788,2025,,Centros de Distribucion,Part-Time
255,Silvia Claudia Mendoza Herrera,Logistica,Gestor de Flota,4631,1002,409,1017,6042,7059,2025,,Planta Industrial (Matriz),Part-Time
256,Claudia Valentina Martinez Ramirez,Logistica,Planificador de Demanda,2371,1158,631,978,4160,5138,2025,,Oficina Regional,Part-Time
257,Monica Silvia Morales Martinez,Comercial / Ventas,Key Account Manager,1716,1215,580,993,3511,4504,2025,,Centros de Distribucion,Full-Time
258,Elena Elena Morales Castro,Marketing,Brand Manager,3217,790,679,462,4686,5148,2025,,Oficinas Administrativas,
259,Valentina Daniela Perez Castro,Marketing,Brand Manager,1454,1343,163,667,2960,3627,2025,,Oficinas Administrativas,Part-Time
260,Elena Carmen Mendoza Morales,Operaciones (Supply),Analista de Calidad,1730,550,310,988,2590,3578,2025,,Oficinas Administrativas,Part-Time
261,Luis Carlos Gonzalez Flores,Marketing,Trade Marketing,2913,266,594,1116,3773,4889,2025,,Centros de Distribucion,Full-Time
262,Veronica Camila Flores Mendoza,Tecnologia (Tech),Analista de Datos,1299,902,853,1476,3054,4530,2025,,Planta Industrial,Part-Time
263,Rafael Fernando Rojas Gonzalez,Sostenibilidad,Coordinador de Agro,962,330,756,624,2048,2672,2025,,Oficina Regional,Part-Time
264,Sergio Andres Vargas Castro,Sostenibilidad,Coordinador de Agro,2612,1213,988,1124,4813,5937,2025,,Planta Industrial (Matriz),Full-Time
265,Jose Alberto Rojas Rodriguez,Marketing,Trade Marketing,3117,507,377,463,4001,4464,2025,,Oficinas Administrativas,Full-Time
266,Miguel Sergio Delgado Gonzalez,People (RRHH),Business Partner,1161,696,407,1050,2264,3314,2025,,Planta Industrial (Matriz),Part-Time
267,Andres Victor Vargas Flores,Operaciones (Supply),Analista de Calidad,3172,1218,575,304,4965,5269,2025,,Oficinas Administrativas,Part-Time
268,Maria Monica Diaz Herrera,Operaciones (Supply),Operador de Envasado,1434,745,587,661,2766,3427,2025,,Oficina Regional,
269,Veronica Patricia Mendoza Morales,Operaciones (Supply),Operador de Envasado,1193,958,855,969,3006,3975,2025,,Planta Industrial (Matriz),Part-Time
270,Paula Silvia Ortega Suarez,Marketing,Brand Manager,2397,208,469,1344,3074,4418,2025,,Planta Industrial,Part-Time
271,Raul Raul Suarez Diaz,Operaciones (Supply),Analista de Calidad,4610,599,101,646,5310,5956,2025,,Planta Industrial (Matriz),Full-Time
272,Pedro Carlos Sanchez Castro,Tecnologia (Tech),Analista de Datos,4205,1141,640,1148,5986,7134,2025,,Oficinas Administrativas,Part-Time
273,Laura Natalia Delgado Ortega,Marketing,Brand Manager,1728,113,269,1419,2110,3529,2025,,Oficina Regional,Part-Time
274,Andres Andres Ortega Suarez,People (RRHH),Business Partner,1369,528,604,578,2501,3079,2025,,Oficinas Administrativas,Full-Time
275,Diego Jose Ortega Vargas,Logistica,Planificador de Demanda,1043,631,849,978,2523,3501,2025,,Planta Industrial (Matriz),Part-Time
276,Hugo Juan Garcia Morales,Sostenibilidad,Coordinador de Agro,4304,339,49,923,4692,5615,2025,,Oficinas Administrativas,Full-Time
277,Raul Hugo Diaz Perez,Tecnologia (Tech),Analista de Datos,4617,1039,441,547,6097,6644,2025,,Oficinas Administrativas,Part-Time
278,Jorge Pedro Vargas Morales,Marketing,Trade Marketing,2733,234,302,452,3269,3721,2025,,Planta Industrial (Matriz),Part-Time
279,Jose Jose Castro Rodriguez,Marketing,Brand Manager,3709,937,973,1301,5619,6920,2025,,Planta Industrial,Full-Time
280,Raul Miguel Ortega Herrera,Operaciones (Supply),Operador de Envasado,983,870,116,1222,1969,3191,2025,,Centros de Distribucion,Full-Time
281,Claudia Natalia Martinez Sanchez,Tecnologia (Tech),Analista de Datos,3602,1142,802,1109,5546,6655,2025,,Planta Industrial (Matriz),Full-Time
282,Alberto Raul Rodriguez Castro,People (RRHH),Reclutador (Trainee),4406,1045,434,1154,5885,7039,2025,,Centros de Distribucion,Part-Time
283,Elena Daniela Martinez Perez,Marketing,Brand Manager,2122,476,754,1124,3352,4476,2025,,Oficina Regional,Part-Time
284,Diego Luis Martinez Martinez,Logistica,Gestor de Flota,2100,1441,481,986,4022,5008,2025,,Oficina Regional,Part-Time
285,Luis Sergio Gonzalez Martinez,Marketing,Trade Marketing,3893,118,346,486,4357,4843,2025,,Oficinas Administrativas,Part-Time
286,Veronica Valentina Sanchez Ortega,People (RRHH),Business Partner,1532,732,152,449,2416,2865,2025,,Centros de Distribucion,Full-Time
287,Sofia Rosa Vargas Perez,Marketing,Trade Marketing,1009,567,532,1468,2108,3576,2025,,Oficina Regional,Full-Time
288,Gabriela Maria Castro Ramirez,Marketing,Trade Marketing,4417,349,248,1156,5014,6170,2025,,Planta Industrial,
289,Hugo Luis Sanchez Delgado,Logistica,Planificador de Demanda,2537,991,234,353,3762,4115,2025,,Oficina Regional,Full-Time
290,Silvia Rosa Lopez Sanchez,Operaciones (Supply),Analista de Calidad,3467,1275,685,285,5427,5712,2025,,Planta Industrial,Part-Time
291,Jose Victor Delgado Rojas,Comercial / Ventas,Preventista (BEES),1721,263,623,956,2607,3563,2025,,Planta Industrial (Matriz),Part-Time
292,Ricardo Fernando Gonzalez Suarez,Comercial / Ventas,Key Account Manager,1421,1420,640,1165,3481,4646,2025,,Planta Industrial,Part-Time
293,Alberto Hugo Vargas Mendoza,Operaciones (Supply),Analista de Calidad,1871,1322,63,267,3256,3523,2025,,Planta Industrial (Matriz),Full-Time
294,Veronica Claudia Rojas Suarez,Marketing,Trade Marketing,4443,338,706,354,5487,5841,2025,,Planta Industrial (Matriz),Full-Time
295,Andrea Veronica Flores Martinez,Logistica,Planificador de Demanda,1563,769,563,1309,2895,4204,2025,,Planta Industrial (Matriz),
296,Mario Raul Diaz Diaz,Logistica,Gestor de Flota,4579,1295,366,926,6240,7166,2025,,Centros de Distribucion,Full-Time
297,Daniela Maria Martinez Martinez,Comercial / Ventas,Key Account Manager,988,1462,382,840,2832,3672,2025,,Planta Industrial,Full-Time
298,Miguel Alberto Ortega Ortega,Operaciones (Supply),Operador de Envasado,3705,1198,540,1149,5443,6592,2025,,Centros de Distribucion,Part-Time
299,Raul Ricardo Diaz Mendoza,Comercial / Ventas,Preventista (BEES),1295,757,453,245,2505,2750,2025,,Oficinas Administrativas,Part-Time
300,Jose Eduardo Flores Gonzalez,Comercial / Ventas,Preventista (BEES),1962,1391,575,,3928,3928,2025,,Planta Industrial (Matriz),Part-Time
301,Natalia Ana Martinez Ortega,Operaciones (Supply),Maestro Cervecero,3189,779,868,1029,4836,5865,2025,,Planta Industrial (Matriz),Full-Time
302,Daniela Veronica Sanchez Herrera,Operaciones (Supply),Operador de Envasado,1767,145,885,1142,2797,3939,2025,,Planta Industrial (Matriz),Full-Time
303,Miguel Victor Rodriguez Castro,Tecnologia (Tech),Analista de Datos,2213,1201,377,1450,3791,5241,2025,,Planta Industrial (Matriz),Full-Time
304,Diego Raul Delgado Torres,People (RRHH),Reclutador (Trainee),2772,1023,896,958,4691,5649,2025,,Centros de Distribucion,Full-Time
305,Sergio Carlos Perez Suarez,Operaciones (Supply),Analista de Calidad,2534,1416,419,443,4369,4812,2025,,Oficina Regional,Part-Time
306,Pedro Pedro Ramirez Torres,Tecnologia (Tech),Analista de Datos,1457,1342,23,324,2822,3146,2025,,Centros de Distribucion,Full-Time
307,Veronica Veronica Morales Ortega,People (RRHH),Reclutador (Trainee),2576,1497,827,,4900,4900,2025,,Planta Industrial,Full-Time
308,Victor Miguel Torres Vargas,Marketing,Trade Marketing,1633,844,375,819,2852,3671,2025,,Oficina Regional,Full-Time
309,Alberto Ricardo Ortega Garcia,Logistica,Planificador de Demanda,1065,1279,68,1474,2412,3886,2025,,Oficinas Administrativas,Part-Time
310,Carlos Victor Suarez Torres,Operaciones (Supply),Maestro Cervecero,1282,709,982,1211,2973,4184,2025,,Centros de Distribucion,Full-Time
311,Gabriela Claudia Suarez Perez,Tecnologia (Tech),Analista de Datos,3728,454,572,794,4754,5548,2025,,Oficina Regional,Part-Time
312,Claudia Carmen Mendoza Garcia,Operaciones (Supply),Operador de Envasado,3799,1071,948,1281,5818,7099,2025,,Planta Industrial (Matriz),
313,Lucia Laura Delgado Vargas,Comercial / Ventas,Preventista (BEES),4591,850,374,1420,5815,7235,2025,,Planta Industrial (Matriz),Full-Time
314,Patricia Elena Gonzalez Vargas,Comercial / Ventas,Key Account Manager,1314,700,173,910,2187,3097,2025,,Centros de Distribucion,Part-Time
315,Jose Diego Gonzalez Martinez,Operaciones (Supply),Maestro Cervecero,1646,315,811,289,2772,3061,2025,,Oficinas Administrativas,Part-Time
316,Lucia Elena Morales Lopez,Marketing,Trade Marketing,2516,616,338,740,3470,4210,2025,,Oficina Regional,
317,Maria Gabriela Sanchez Gonzalez,Operaciones (Supply),Maestro Cervecero,1436,1059,673,390,3168,3558,2025,,Centros de Distribucion,
318,Carmen Gabriela Flores Rodriguez,Marketing,Brand Manager,3923,364,1,1161,4288,5449,2025,,Oficina Regional,
319,Rafael Sergio Lopez Perez,Comercial / Ventas,Key Account Manager,3146,201,851,1121,4198,5319,2025,,Centros de Distribucion,
320,Rafael Luis Castro Castro,Operaciones (Supply),Maestro Cervecero,3452,1234,366,632,5052,5684,2025,,Planta Industrial,Full-Time
321,Carlos Ricardo Delgado Ramirez,People (RRHH),Reclutador (Trainee),1866,775,280,928,2921,3849,2025,,Planta Industrial,Part-Time
322,Alberto Pedro Rojas Mendoza,Comercial / Ventas,Preventista (BEES),4232,300,325,1319,4857,6176,2025,,Oficina Regional,
323,Paula Laura Rodriguez Castro,Comercial / Ventas,Preventista (BEES),2224,1365,568,248,4157,4405,2025,,Centros de Distribucion,Full-Time
324,Andres Raul Castro Rodriguez,Comercial / Ventas,Preventista (BEES),4538,272,509,1073,5319,6392,2025,,Centros de Distribucion,
325,Rafael Victor Lopez Diaz,Operaciones (Supply),Operador de Envasado,3463,432,939,1157,4834,5991,2025,,Oficina Regional,Full-Time
326,Eduardo Alberto Vargas Torres,Sostenibilidad,Coordinador de Agro,986,949,118,295,2053,2348,2025,,Planta Industrial,Part-Time
327,Veronica Silvia Ortega Sanchez,Operaciones (Supply),Analista de Calidad,3615,562,903,1284,5080,6364,2025,,Planta Industrial (Matriz),Part-Time
328,Julio Sergio Ortega Torres,People (RRHH),Reclutador (Trainee),3462,1211,873,634,5546,6180,2025,,Planta Industrial,
329,Carlos Raul Martinez Morales,Operaciones (Supply),Operador de Envasado,3112,392,549,1179,4053,5232,2025,,Oficinas Administrativas,Part-Time
330,Miguel Raul Castro Mendoza,People (RRHH),Business Partner,3189,901,597,223,4687,4910,2025,,Oficinas Administrativas,Part-Time
331,Miguel Alberto Castro Vargas,Marketing,Brand Manager,4726,173,435,417,5334,5751,2025,,Planta Industrial (Matriz),Part-Time
332,Rosa Patricia Gonzalez Suarez,Logistica,Planificador de Demanda,2003,361,779,1305,3143,4448,2025,,Centros de Distribucion,Full-Time
333,Victor Luis Morales Rojas,Operaciones (Supply),Maestro Cervecero,4000,413,766,1052,5179,6231,2025,,Planta Industrial,Full-Time
334,Natalia Patricia Ramirez Rodriguez,Operaciones (Supply),Maestro Cervecero,3513,211,697,1234,4421,5655,2025,,Centros de Distribucion,Part-Time
335,Veronica Andrea Diaz Morales,Marketing,Trade Marketing,2471,283,94,877,2848,3725,2025,,Planta Industrial,
336,Camila Silvia Sanchez Sanchez,Operaciones (Supply),Operador de Envasado,4194,1354,887,802,6435,7237,2025,,Centros de Distribucion,Full-Time
337,Victor Sergio Martinez Morales,People (RRHH),Reclutador (Trainee),3165,146,683,1358,3994,5352,2025,,Oficinas Administrativas,Full-Time
338,Andrea Daniela Rodriguez Lopez,Marketing,Brand Manager,4975,1044,314,689,6333,7022,2025,,Planta Industrial,Part-Time
339,Veronica Claudia Sanchez Rojas,People (RRHH),Business Partner,4819,285,603,1019,5707,6726,2025,,Planta Industrial,Full-Time
340,Gabriela Andrea Ortega Morales,Marketing,Brand Manager,4096,166,150,1322,4412,5734,2025,,Planta Industrial (Matriz),Part-Time
341,Elena Paula Vargas Garcia,Sostenibilidad,Coordinador de Agro,3525,192,471,560,4188,4748,2025,,Centros de Distribucion,Full-Time
342,Rosa Valentina Sanchez Ortega,Comercial / Ventas,Key Account Manager,4364,1198,675,1311,6237,7548,2025,,Oficina Regional,Full-Time
343,Andrea Rosa Martinez Lopez,Logistica,Planificador de Demanda,1448,595,667,1223,2710,3933,2025,,Centros de Distribucion,Part-Time
344,Andrea Rosa Morales Diaz,Logistica,Gestor de Flota,2797,1355,161,864,4313,5177,2025,,Oficina Regional,Full-Time
345,Fernando Carlos Rojas Flores,People (RRHH),Reclutador (Trainee),4177,981,791,1056,5949,7005,2025,,Planta Industrial,
